allsides_media_bias_ratings/publication/source_name,allsides_media_bias_ratings/publication/source_type,allsides_media_bias_ratings/publication/media_bias_rating,allsides_media_bias_ratings/publication/source_url,allsides_media_bias_ratings/publication/allsides_url
MPR News,News Media,Lean Left,https://www.mprnews.org/,https://www.allsides.com/news-source/mpr-news-media-bias
MSN (UK),News Media,Lean Left,https://www.msn.com/en-gb/news,https://www.allsides.com/news-source/msn-uk-media-bias
MSNBC,News Media,Left,http://www.msnbc.com/,https://www.allsides.com/news-source/msnbc
MTV News Online,News Media,Lean Left,http://www.mtv.com/news/,https://www.allsides.com/news-source/mtv-news-online-media-bias
Muscatine Journal,News Media,Center,http://www.muscatinejournal.com/,https://www.allsides.com/news-source/muscatine-journal
My Central Jersey,News Media,Center,https://www.mycentraljersey.com/,https://www.allsides.com/news-source/my-central-jersey-media-bias
My Central Oregon,News Media,Center,https://www.mycentraloregon.com/,https://www.allsides.com/news-source/my-central-oregon-media-bias
My Colorado Springs News,News Media,Center,https://mycoloradospringsnews.com/,https://www.allsides.com/news-source/my-colorado-springs-news-media-bias
My High Plains KAMR,News Media,Center,https://www.myhighplains.com/,https://www.allsides.com/news-source/my-high-plains-kamr-media-bias
My Panhandle News,News Media,Center,https://www.mypanhandle.com/,https://www.allsides.com/news-source/my-panhandle-news-media-bias
My Rye,News Media,Center,https://myrye.com/,https://www.allsides.com/news-source/my-rye-media-bias
My Wabash Valley,News Media,Center,https://www.mywabashvalley.com/,https://www.allsides.com/news-source/my-wabash-valley-media-bias
NAACP,Think Tank / Policy Group,Lean Left,https://naacp.org,https://www.allsides.com/news-source/naacp-media-bias
Naples Daily News,News Media,Center,https://www.naplesnews.com/,https://www.allsides.com/news-source/naples-daily-news-media-bias
Nashville Post,News Media,Center,https://www.nashvillepost.com/,https://www.allsides.com/news-source/nashville-post-media-bias
National Abortion and Reproductive Rights Action League,,Lean Left,,https://www.allsides.com/news-source/national-abortion-and-reproductive-rights-action-league
National Catholic Register,News Media,Right,https://www.ncregister.com/,https://www.allsides.com/news-source/national-catholic-register-media-bias
National Coalition for Dialogue and Debate,Dialogue & Debate,Mixed,http://ncdd.org/,https://www.allsides.com/news-source/national-coalition-dialogue-and-debate-media-bias
National Committee to Preserve Social Security and Medicare,Think Tank / Policy Group,Left,http://www.ncpssm.org,https://www.allsides.com/news-source/national-committee-preserve-social-security-and-medicare
National Conference of State Legislatures,Think Tank / Policy Group,Center,https://www.ncsl.org/,https://www.allsides.com/news-source/national-conference-state-legislatures-media-bias
National Constitution Center,Think Tank / Policy Group,Center,https://constitutioncenter.org,https://www.allsides.com/news-source/national-constitution-center-media-bias
National Federation of Independent Business,Think Tank / Policy Group,Lean Right,https://www.nfib.com/,https://www.allsides.com/news-source/national-federation-independent-business-media-bias
National Federation of Independent Businesses,,Lean Right,,https://www.allsides.com/news-source/national-federation-independent-businesses
National Geographic,News Media,Center,https://www.nationalgeographic.com/,https://www.allsides.com/news-source/national-geographic-media-bias
National Institute for Civil Discourse,Think Tank / Policy Group,Center,https://nicd.arizona.edu/,https://www.allsides.com/news-source/national-institute-civil-discourse-media-bias
National Interest,Think Tank / Policy Group,Center,http://nationalinterest.org/,https://www.allsides.com/news-source/national-interest
National Journal,News Media,Center,http://www.nationaljournal.com/,https://www.allsides.com/news-source/national-journal
National Organization for Women,,Lean Left,,https://www.allsides.com/news-source/national-organization-women
National Post,News Media,Lean Right,https://nationalpost.com/,https://www.allsides.com/news-source/national-post-media-bias
National Review (News),News Media,Lean Right,https://www.nationalreview.com/news/,https://www.allsides.com/news-source/national-review
National Review (Opinion),News Media,Right,http://www.nationalreview.com/,https://www.allsides.com/news-source/national-review-opinion-media-bias
National Review Fact Check,Fact Check,Right,https://www.nationalreview.com/forgotten-fact-checks/,https://www.allsides.com/news-source/forgotten-fact-checks-national-review-media-bias
National Rifle Association,,Lean Right,,https://www.allsides.com/news-source/national-rifle-association
National Right to Life Committee,,Lean Right,,https://www.allsides.com/news-source/national-right-life-committee
National Taxpayers Union,,Lean Right,,https://www.allsides.com/news-source/national-taxpayers-union
Nature.com,News Media,Center,https://www.nature.com,https://www.allsides.com/news-source/naturecom-media-bias
Nautilus Quarterly,News Media,Center,https://nautil.us/,https://www.allsides.com/news-source/nautilus-quarterly-media-bias
Navigator Research,Reference,Left,https://navigatorresearch.org/,https://www.allsides.com/news-source/navigator-research-media-bias
NBC 10 Boston,News Media,Lean Left,https://www.nbcboston.com/,https://www.allsides.com/news-source/nbc-10-boston-media-bias
NBC 12 WWBT,News Media,Center,https://www.nbc12.com/,https://www.allsides.com/news-source/nbc-12-wwbt-media-bias
NBC 15 WMTV,News Media,Center,https://www.nbc15.com/,https://www.allsides.com/news-source/nbc-15-wmtv-media-bias
NBC 29 WVIR,News Media,Center,https://www.nbc29.com/,https://www.allsides.com/news-source/nbc-29-wvir-media-bias
NBC 4 WCMH,News Media,Center,https://www.nbc4i.com/,https://www.allsides.com/news-source/nbc-4-wcmh-media-bias
NBC 5 Chicago,News Media,Center,https://www.nbcchicago.com/,https://www.allsides.com/news-source/nbc-5-chicago-media-bias
NBC 5 Plattsburgh,News Media,Center,https://www.mynbc5.com/local-news,https://www.allsides.com/news-source/nbc-5-plattsburgh-media-bias
NBC 7 San Diego,News Media,Lean Left,https://www.nbcsandiego.com/,https://www.allsides.com/news-source/nbc-7-san-diego-media-bias
NBC Connecticut,News Media,Lean Left,https://www.nbcconnecticut.com/,https://www.allsides.com/news-source/nbc-connecticut-media-bias
NBC Montana,News Media,Center,https://nbcmontana.com/,https://www.allsides.com/news-source/nbc-montana-media-bias
NBC News Digital,News Media,Lean Left,http://www.nbcnews.com,https://www.allsides.com/news-source/nbc-news-media-bias
NBC Today Show,News Media,Lean Left,http://www.today.com/,https://www.allsides.com/news-source/nbc-today-show
NECN,News Media,Lean Right,https://www.necn.com/news/local/new-hampshire/,https://www.allsides.com/news-source/necn-media-bias
Network for Responsible Public Policy,Think Tank / Policy Group,Center,https://www.nfrpp.org/,https://www.allsides.com/news-source/network-responsible-public-policy-media-bias
Nevada Appeal,News Media,Center,https://www.nevadaappeal.com/,https://www.allsides.com/news-source/nevada-appeal-media-bias
Nevada Current,News Media,Center,https://www.nevadacurrent.com/,https://www.allsides.com/news-source/nevada-current-media-bias
New Discourses,News Media,Center,https://newdiscourses.com/,https://www.allsides.com/news-source/new-discourses-media-bias
New Economy Working Group,Think Tank / Policy Group,Lean Left,http://www.ips-dc.org/,https://www.allsides.com/news-source/new-economy-working-group
New Hampshire Bulletin,News Media,Center,https://newhampshirebulletin.com/,https://www.allsides.com/news-source/new-hampshire-bulletin-media-bias
New Hampshire Public Radio,News Media,Center,http://nhpr.org/,https://www.allsides.com/news-source/new-hampshire-public-radio-media-bias
New Hampshire Union Leader,News Media,Center,http://www.unionleader.com/,https://www.allsides.com/news-source/union-leader
New Haven Register,News Media,Center,http://www.nhregister.com/,https://www.allsides.com/news-source/new-haven-register-media-bias
New Jersey Globe,News Media,Center,https://newjerseyglobe.com/,https://www.allsides.com/news-source/new-jersey-globe-media-bias
New Jersey Hills Media Group,News Media,Center,https://www.newjerseyhills.com/,https://www.allsides.com/news-source/new-jersey-hills-media-group-media-bias
New Jersey Local News,News Media,Center,https://newjerseylocalnews.com/,https://www.allsides.com/news-source/new-jersey-local-news-media-bias
New Jersey Monitor,News Media,Lean Left,https://newjerseymonitor.com/,https://www.allsides.com/news-source/new-jersey-monitor-media-bias
New Mexico In Depth,News Media,Center,http://nmindepth.com/,https://www.allsides.com/news-source/new-mexico-depth-media-bias
New Orleans City Business,News Media,Center,https://neworleanscitybusiness.com/,https://www.allsides.com/news-source/new-orleans-city-business-media-bias
New Pittsburgh Courier,News Media,Left,https://newpittsburghcourier.com/,https://www.allsides.com/news-source/new-pittsburgh-media-bias
New Republic,News Media,Left,http://www.newrepublic.com/,https://www.allsides.com/news-source/new-republic
New Rockford Transcript,News Media,Center,https://www.newrockfordtranscript.com/,https://www.allsides.com/news-source/new-rockford-transcript-media-bias
New Statesman,News Media,Left,https://www.newstatesman.com/,https://www.allsides.com/news-source/new-statesman-media-bias
New York Daily Gazette,News Media,Center,https://newyorkdailygazette.com/,https://www.allsides.com/news-source/new-york-daily-gazette-media-bias
New York Daily News,News Media,Left,http://www.nydailynews.com/,https://www.allsides.com/news-source/new-york-daily-news
New York Focus,News Media,Center,https://www.nysfocus.com/,https://www.allsides.com/news-source/new-york-focus-media-bias
New York Magazine,News Media,Left,http://nymag.com/,https://www.allsides.com/news-source/new-york-magazine
New York Post (News),News Media,Lean Right,http://www.nypost.com/,https://www.allsides.com/news-source/new-york-post
New York Post (Opinion),News Media,Right,https://nypost.com/opinion/,https://www.allsides.com/news-source/new-york-post-opinion-media-bias
New York Times (News),News Media,Lean Left,http://www.nytimes.com/,https://www.allsides.com/news-source/new-york-times
New York Times (Opinion),News Media,Left,https://www.nytimes.com/section/opinion,https://www.allsides.com/news-source/new-york-times-opinion-media-bias
New York Times Fact Check ,Fact Check,Lean Left,http://www.nytimes.com/spotlight/fact-checks,https://www.allsides.com/news-source/new-york-times-fact-check-media-bias
Newark Post,News Media,Center,https://www.newarkpostonline.com/,https://www.allsides.com/news-source/newark-post-media-bias
News & Citizen,News Media,Center,https://www.vtcng.com/news_and_citizen/,https://www.allsides.com/news-source/news-citizen-media-bias
News 12 Connecticut,News Media,Center,https://connecticut.news12.com/,https://www.allsides.com/news-source/news-12-connecticut-media-bias
News 12 New Jersey,News Media,Center,https://newjersey.news12.com/,https://www.allsides.com/news-source/news-12-new-jersey-media-bias
News 4 Jax,News Media,Center,https://www.news4jax.com/,https://www.allsides.com/news-source/news-4-jax-media-bias
News 8000,News Media,Center,https://www.news8000.com/,https://www.allsides.com/news-source/news-8000-media-bias
News 9 Oklahoma,News Media,Center,https://www.news9.com/,https://www.allsides.com/news-source/news-9-oklahoma-media-bias
News Center Maine,News Media,Lean Left,https://www.newscentermaine.com/,https://www.allsides.com/news-source/news-center-maine-media-bias
News Channel 6 Wichita Falls,News Media,Center,https://www.newschannel6now.com/,https://www.allsides.com/news-source/news-channel-6-wichita-falls-media-bias
News Dakota,News Media,Center,https://www.newsdakota.com/,https://www.allsides.com/news-source/news-dakota-media-bias
News Letter Journal,News Media,Center,https://newslj.com/,https://www.allsides.com/news-source/news-letter-journal-media-bias
News Literacy Project,Reference,Center,http://newslit.org/,https://www.allsides.com/news-source/news-literacy-project-media-bias
News One,News Media,Lean Left,https://newsone.com/,https://www.allsides.com/news-source/news-one-media-bias
News Radio 1200 WOAI,News Media,Center,https://woai.iheart.com/,https://www.allsides.com/news-source/news-radio-1200-woai-media-bias
News4SanAntonio,News Media,Center,https://news4sanantonio.com/,https://www.allsides.com/news-source/news4sanantonio-media-bias
NewsBreak,News Media,Lean Left,https://www.newsbreak.com/headlines,https://www.allsides.com/news-source/newsbreak-media-bias
NewsBusters,News Media,Right,http://www.newsbusters.org,https://www.allsides.com/news-source/newsbusters
Newsday,News Media,Center,https://www.newsday.com/,https://www.allsides.com/news-source/newsday-media-bias
Newsmax (News),News Media,Right,http://www.newsmax.com/,https://www.allsides.com/news-source/newsmax
Newsmax (Opinion),News Media,Right,https://www.newsmax.com/insiders/,https://www.allsides.com/news-source/newsmax-opinion-media-bias
NewsNation,News Media,Center,https://www.newsnationnow.com/,https://www.allsides.com/news-source/newsnation-media-bias
NewsOne,News Media,Left,https://newsone.com/,https://www.allsides.com/news-source/newsonecom-media-bias
NewsSourceOne,News Media,Center,https://example.com,https://www.allsides.com/news-source/newssourceone-media-bias
Newstimes,News Media,Center,https://www.newstimes.com/,https://www.allsides.com/news-source/newstimes-media-bias
Newsweek,News Media,Center,https://www.newsweek.com/,https://www.allsides.com/news-source/newsweek
Newsweek Fact Check,Fact Check,Center,https://www.newsweek.com/topic/fact-check,https://www.allsides.com/news-source/newsweek-fact-check-media-bias
Newtrals,News Media,Center,http://newtrals.com/,https://www.allsides.com/news-source/newtrals-media-bias
NHPR,News Media,Center,https://www.nhpr.org/nh-news,https://www.allsides.com/news-source/nhpr-media-bias
Nicholas Chronicle,News Media,Center,https://www.nicholaschronicle.com/,https://www.allsides.com/news-source/nicholas-chronicle-media-bias
Nieman Lab,News Media,Center,https://www.niemanlab.org/,https://www.allsides.com/news-source/nieman-lab-media-bias
Nixon Center,,Lean Right,,https://www.allsides.com/news-source/nixon-center
NJ Spotlight News,News Media,Lean Left,https://www.njspotlightnews.org/,https://www.allsides.com/news-source/nj-spotlight-news-media-bias
nj.com,News Media,Lean Left,https://www.nj.com/,https://www.allsides.com/news-source/njcom-media-bias
NMPolitics.net,News Media,Center,http://nmpolitics.net/,https://www.allsides.com/news-source/nmpoliticsnet
No Labels,Think Tank / Policy Group,Center,http://www.nolabels.org,https://www.allsides.com/news-source/no-labels
NORC,Reference,Lean Left,https://www.norc.org/,https://www.allsides.com/news-source/norc-media-bias
Norfolk Daily News,News Media,Center,https://norfolkdailynews.com/,https://www.allsides.com/news-source/norfolk-daily-news-media-bias
North Carolina Health News,News Media,Lean Left,https://www.northcarolinahealthnews.org/,https://www.allsides.com/news-source/north-carolina-health-news-media-bias
North Country Public Radio,News Media,Lean Left,https://www.northcountrypublicradio.org/,https://www.allsides.com/news-source/north-country-public-radio-media-bias
North Escambia News,News Media,Center,http://www.northescambia.com/,https://www.allsides.com/news-source/north-escambia-news-media-bias
North Jersey News,News Media,Center,https://www.northjersey.com/,https://www.allsides.com/news-source/north-jersey-news-media-bias
North Wright County Today,News Media,Center,https://northwrightcounty.today/,https://www.allsides.com/news-source/north-wright-county-today-media-bias
northcentralpa.com,News Media,Center,https://www.northcentralpa.com/,https://www.allsides.com/news-source/northcentralpacom-media-bias
Northern Virginia Magazine,News Media,Center,https://northernvirginiamag.com/,https://www.allsides.com/news-source/northern-virginia-magazine-media-bias
Northwest Arkansas Democrat Gazette,News Media,Center,https://www.nwaonline.com/,https://www.allsides.com/news-source/northwest-arkansas-democrat-gazette-media-bias
Northwest Arkansas Democrat Gazette,News Media,Center,https://www.nwaonline.com/,https://www.allsides.com/news-source/springdale-morning-news
Now Entertainment,News Media,Center,https://nowentertainment.net,https://www.allsides.com/news-source/now-entertainment-media-bias
NowThis News,News Media,Lean Left,https://nowthisnews.com/,https://www.allsides.com/news-source/nowthis-news-media-bias
NPR (Online News),News Media,Lean Left,http://www.npr.org/,https://www.allsides.com/news-source/npr-media-bias
NPR (Opinion) ,News Media,Lean Left,https://www.npr.org/sections/opinion/,https://www.allsides.com/news-source/npr-editorial
NPR Fact Check,Fact Check,Lean Left,https://www.npr.org/sections/politics-fact-check,https://www.allsides.com/news-source/npr-fact-check-media-bias
NPR Illinois,News Media,Lean Left,https://www.nprillinois.org/,https://www.allsides.com/news-source/npr-illinois-media-bias
NPR Utah KUER,News Media,Center,https://www.kuer.org/,https://www.allsides.com/news-source/npr-utah-kuer-media-bias
NTD,News Media,Lean Right,https://www.ntd.com/,https://www.allsides.com/news-source/ntd-media-bias
Nutfield News,News Media,Center,https://nutfieldnews.net/,https://www.allsides.com/news-source/nutfield-news-media-bias
NYNMedia,News Media,Left,https://www.nynmedia.com/,https://www.allsides.com/news-source/nynmedia-media-bias
Oakland Press,News Media,Center,http://www.theoaklandpress.com/,https://www.allsides.com/news-source/oakland-press
Occupy Democrats,News Media,Left,http://occupydemocrats.com/,https://www.allsides.com/news-source/occupy-democrats-media-bias
Odessa American,News Media,Center,https://www.oaoa.com/,https://www.allsides.com/news-source/odessa-american-media-bias
Ohio Capital Journal,News Media,Lean Left,https://ohiocapitaljournal.com/,https://www.allsides.com/news-source/ohio-capital-journal-media-bias
Oil City News,News Media,Center,https://oilcity.news/,https://www.allsides.com/news-source/oil-city-news-media-bias
OilPrice.com,News Media,Center,https://oilprice.com/,https://www.allsides.com/news-source/oilpricecom-media-bias
OKC Friday,News Media,Center,https://okcfriday.com/,https://www.allsides.com/news-source/okc-friday-media-bias
Oklahoma Watch,News Media,Center,https://oklahomawatch.org/,https://www.allsides.com/news-source/oklahoma-watch-media-bias
Omaha World-Herald,News Media,Center,https://omaha.com/,https://www.allsides.com/news-source/omaha-world-herald-media-bias
One America News Network (OAN),News Media,Right,https://www.oann.com/,https://www.allsides.com/news-source/one-america-news-network-media-bias
One Nation News,News Media,Lean Left,http://www.onenationnews.com/,https://www.allsides.com/news-source/one-nation-news-media-bias
OpenSecrets.org,Think Tank / Policy Group,Center,http://www.opensecrets.org,https://www.allsides.com/news-source/opensecretsorg
Orange County Register,News Media,Lean Right,http://www.ocregister.com/,https://www.allsides.com/news-source/orange-county-register
Oregon Capital Chronicle,News Media,Center,https://oregoncapitalchronicle.com/,https://www.allsides.com/news-source/oregon-capital-chronicle-media-bias
Oregon Capital Insider,News Media,Center,https://www.oregoncapitalinsider.com/,https://www.allsides.com/news-source/oregon-capital-insider-media-bias
Oregon Public Broadcasting ,News Media,Center,http://opb.org/,https://www.allsides.com/news-source/oregon-public-broadcasting-media-bias
Orlando Sentinel,News Media,Center,https://www.orlandosentinel.com/,https://www.allsides.com/news-source/orlando-sentinel-media-bias
Ottumwa Courier,News Media,Center,https://www.ottumwacourier.com/,https://www.allsides.com/news-source/ottumwa-courier
Ottumwa Post,News Media,Center,https://ottumwapost.com/,https://www.allsides.com/news-source/ottumwa-post-media-bias
Ouachita Citizen,News Media,Center,https://www.hannapub.com/ouachitacitizen/,https://www.allsides.com/news-source/ouachita-citizen-media-bias
Our.News,News Media,Center,https://our.news/,https://www.allsides.com/news-source/ournews-media-bias
Out,News Media,Left,https://www.out.com/,https://www.allsides.com/news-source/out-media-bias
Out In Jersey,News Media,Lean Left,https://outinjersey.net,https://www.allsides.com/news-source/out-jersey-media-bias
OutKick,News Media,Lean Right,https://www.outkick.com/,https://www.allsides.com/news-source/outkick-media-bias
Pacific Research Institute,Think Tank / Policy Group,Right,http://www.pacificresearch.org/,https://www.allsides.com/news-source/pacific-research-institute
Pacific Standard,News Media,Lean Left,http://www.psmag.com/,https://www.allsides.com/news-source/pacific-standard
Pahrump Valley Times,News Media,Center,https://pvtimes.com/,https://www.allsides.com/news-source/pahrump-valley-times-media-bias
Paintsville Herald,News Media,Center,https://www.paintsvilleherald.com/,https://www.allsides.com/news-source/paintsville-herald-media-bias
Palestine Herald-Press,News Media,Center,https://www.palestineherald.com/,https://www.allsides.com/news-source/palestine-herald-press-media-bias
Palladium Magazine,News Media,Center,https://www.palladiummag.com/,https://www.allsides.com/news-source/palladium-magazine-media-bias
Palm Beach News Central,News Media,Center,https://palmbeachnewscentral.com/,https://www.allsides.com/news-source/palm-beach-news-central-media-bias
Palm Springs Desert Sun,News Media,Center,https://www.desertsun.com/news/,https://www.allsides.com/news-source/palm-springs-desert-sun-media-bias
Panola Watchman,News Media,Center,https://www.panolawatchman.com/,https://www.allsides.com/news-source/panola-watchman-media-bias
Pantsuit Politics,Podcast,Mixed,https://www.pantsuitpoliticsshow.com/,https://www.allsides.com/news-source/pantsuit-politics-media-bias
Park Record,News Media,Center,https://www.parkrecord.com/,https://www.allsides.com/news-source/park-record-media-bias
Parkersburg News and Sentinel,News Media,Center,https://www.newsandsentinel.com/,https://www.allsides.com/news-source/parkersburg-news-and-sentinel-media-bias
Pasadena Now,News Media,Center,https://www.pasadenanow.com/main/,https://www.allsides.com/news-source/pasadena-now-media-bias
Pasadena Star-News,News Media,Center,https://www.pasadenastarnews.com/,https://www.allsides.com/news-source/pasadena-star-news-media-bias
Patch.com,News Media,Center,https://patch.com/,https://www.allsides.com/news-source/patchcom-media-bias
PBS NewsHour,News Media,Lean Left,http://www.pbs.org/newshour/,https://www.allsides.com/news-source/pbs-newshour
Pea Ridge Times,News Media,Center,https://prt.nwaonline.com/,https://www.allsides.com/news-source/pea-ridge-times-media-bias
Peacock Panache,News Media,Left,http://www.peacock-panache.com/,https://www.allsides.com/news-source/peacock-panache
Peak of Ohio,News Media,Center,https://www.peakofohio.com/,https://www.allsides.com/news-source/peak-ohio-media-bias
Peninsula Clarion,News Media,Center,http://peninsulaclarion.com/,https://www.allsides.com/news-source/peninsula-clarion
Penn Live,News Media,Center,http://www.pennlive.com/,https://www.allsides.com/news-source/penn-live
Pennsylvania Capital-Star,News Media,Lean Right,https://www.penncapital-star.com/,https://www.allsides.com/news-source/pennsylvania-capital-star-media-bias
Pensacola News Journal,News Media,Center,https://www.pnj.com/,https://www.allsides.com/news-source/pensacola-news-journal-media-bias
People,News Media,Lean Left,https://people.com/,https://www.allsides.com/news-source/people-media-bias
People for the American Way,Think Tank / Policy Group,Left,http://www.pfaw.org,https://www.allsides.com/news-source/people-american-way
People for the Ethical Treatment of Animals,,Lean Left,,https://www.allsides.com/news-source/people-ethical-treatment-animals
Peoria Journal Star,News Media,Center,https://www.pjstar.com/,https://www.allsides.com/news-source/peoria-journal-star-media-bias
Persuasion,News Media,Center,https://www.persuasion.community/,https://www.allsides.com/news-source/persuasion-media-bias
Pew Research Center,Reference,Center,https://www.pewresearch.org/,https://www.allsides.com/news-source/pew-research
Philadelphia Gay News,News Media,Lean Left,https://epgn.com/,https://www.allsides.com/news-source/philadelphia-gay-news-media-bias
Phoenix New Times,News Media,Center,https://www.phoenixnewtimes.com/,https://www.allsides.com/news-source/phoenix-new-times-media-bias
Phys.org,News Media,Center,http://phys.org/,https://www.allsides.com/news-source/physorg
Physicians for a National Health Program,Think Tank / Policy Group,Left,http://www.pnhp.org/,https://www.allsides.com/news-source/physicians-national-health-program
Physicians for Life,News Media,Lean Right,https://www.physiciansforlife.org/,https://www.allsides.com/news-source/physicians-life-media-bias
PinkNews,News Media,Left,https://www.thepinknews.com/,https://www.allsides.com/news-source/pinknews-media-bias
Pioneer Press,News Media,Center,https://www.twincities.com/,https://www.allsides.com/news-source/pioneer-press-media-bias
Pittsburgh Post-Gazette,News Media,Center,http://www.post-gazette.com,https://www.allsides.com/news-source/pittsburgh-post-gazette
Pittsburgh Tribune-Review,News Media,Center,https://triblive.com/,https://www.allsides.com/news-source/pittsburgh-tribune-review-media-bias
PIX 11,News Media,Center,https://pix11.com/,https://www.allsides.com/news-source/pix-11-media-bias
PJ Media,News Media,Right,https://pjmedia.com/,https://www.allsides.com/news-source/pj-media-media-bias
Plainsman,News Media,Center,https://www.plainsman.com/,https://www.allsides.com/news-source/plainsman-media-bias
Plaquemines Gazette,News Media,Center,https://www.plaqueminesgazette.com/,https://www.allsides.com/news-source/plaquemines-gazette-media-bias
Pod Save America,Podcast,Left,https://crooked.com/podcast-series/pod-save-america/,https://www.allsides.com/news-source/pod-save-america-media-bias
Political Empathy Project,Think Tank / Policy Group,Center,https://www.politicalempathyproject.org/,https://www.allsides.com/news-source/political-empathy-project-media-bias
Politico,News Media,Lean Left,http://www.politico.com/,https://www.allsides.com/news-source/politico-media-bias
Politico Playbook Daily Briefing,Podcast,Lean Left,https://www.politico.com/podcasts/playbook-daily-briefing,https://www.allsides.com/news-source/politico-playbook-daily-briefing-media-bias
PoliticsPA,News Media,Lean Left,https://www.politicspa.com/,https://www.allsides.com/news-source/politics-pa-media-bias
PoliticsPA,News Media,Lean Left,https://www.politicspa.com/,https://www.allsides.com/news-source/politicspa-media-bias
PoliticusUSA,News Media,Left,http://www.politicususa.com/,https://www.allsides.com/news-source/politicususa
PolitiFact,Fact Check,Lean Left,http://www.politifact.com/,https://www.allsides.com/news-source/politifact
Pope County Tribune,News Media,Center,https://pctribune.com/,https://www.allsides.com/news-source/pope-county-tribune-media-bias
Port Aransas South Jetty News,News Media,Center,https://www.portasouthjetty.com/,https://www.allsides.com/news-source/port-aransas-south-jetty-news-media-bias
Portland Press Herald,News Media,Center,http://www.pressherald.com/,https://www.allsides.com/news-source/portland-press-herarld
Post Independent,News Media,Center,https://www.postindependent.com/,https://www.allsides.com/news-source/post-independent-media-bias
Post Register,News Media,Center,https://www.postregister.com/,https://www.allsides.com/news-source/post-register-media-bias
Post-Bulletin,News Media,Center,https://www.postbulletin.com/,https://www.allsides.com/news-source/post-bulletin-media-bias
Poughkeepsie Journal,News Media,Center,https://www.poughkeepsiejournal.com/,https://www.allsides.com/news-source/poughkeepsie-journal-media-bias
Poynter,News Media,Center,https://www.poynter.org/,https://www.allsides.com/news-source/poynter-media-bias
Poynter Fact Check ,Fact Check,Center,https://www.poynter.org/media-news/fact-checking/,https://www.allsides.com/news-source/poynter-fact-check-media-bias
Prager University,Think Tank / Policy Group,Right,http://www.prageru.com,https://www.allsides.com/news-source/prager-university
Premier Christian News,News Media,Lean Left,https://premierchristian.news/,https://www.allsides.com/news-source/premier-christian-news-media-bias
PRI (Public Radio International),News Media,Center,http://www.pri.org/,https://www.allsides.com/news-source/pri-public-radio-international
ProCon.org,Dialogue & Debate,Mixed,http://www.procon.org/,https://www.allsides.com/news-source/proconorg
Progressive Voices of Iowa,News Media,Left,https://progressivevoicesofiowa.com/,https://www.allsides.com/news-source/progressive-voices-iowa
Project Veritas,News Media,Right,https://www.projectveritas.com/,https://www.allsides.com/news-source/project-veritas-media-bias
ProPublica,News Media,Lean Left,http://www.propublica.org/,https://www.allsides.com/news-source/propublica
PRRI,Reference,Lean Left,https://www.prri.org,https://www.allsides.com/news-source/prri-media-bias
Psych Central,News Media,Center,https://psychcentral.com/,https://www.allsides.com/news-source/psych-central-media-bias
Psychology Today,News Media,Center,https://www.psychologytoday.com/us,https://www.allsides.com/news-source/psychology-today-media-bias
Public,News Media,Center,https://public.substack.com/,https://www.allsides.com/news-source/public-media-bias
Public News Service,News Media,Center,https://www.publicnewsservice.org/,https://www.allsides.com/news-source/public-news-service-media-bias
Public Opinion Strategies,Reference,Lean Right,https://pos.org/,https://www.allsides.com/news-source/public-opinion-strategies-media-bias
Quartz,News Media,Center,http://qz.com/,https://www.allsides.com/news-source/quartz
Queerty,News Media,Left,https://www.queerty.com/,https://www.allsides.com/news-source/queerty-media-bias
Quillette,News Media,Lean Right,https://quillette.com/,https://www.allsides.com/news-source/quillette-media-bias
Quinnipiac University,Reference,Center,https://www.qu.edu/,https://www.allsides.com/news-source/quinnipiac-university
Qunnipiac University Poll,Reference,Center,https://poll.qu.edu,https://www.allsides.com/news-source/qunnipiac-university-poll-media-bias
Racket News,News Media,Center,https://www.racket.news/,https://www.allsides.com/news-source/racket-news-media-bias
Radio Iowa,News Media,Center,https://www.radioiowa.com/,https://www.allsides.com/news-source/radio-iowa-media-bias
RAND Corporation,Think Tank / Policy Group,Lean Left,http://www.rand.org,https://www.allsides.com/news-source/rand-corporation
Rapid City Journal,News Media,Center,https://rapidcityjournal.com/,https://www.allsides.com/news-source/rapid-city-journal-media-bias
Rasmussen Reports,News Media,Lean Right,https://www.rasmussenreports.com/,https://www.allsides.com/news-source/rasmussen-reports
Raw Story,News Media,Left,http://www.rawstory.com/,https://www.allsides.com/news-source/raw-story
Reading Eagle,News Media,Center,https://www.readingeagle.com/,https://www.allsides.com/news-source/reading-eagle-media-bias
RealClearPolitics,News Media,Center,http://www.realclearpolitics.com/,https://www.allsides.com/news-source/real-clear-politics
Realtor.com,News Media,Center,https://www.realtor.com/news/,https://www.allsides.com/news-source/realtorcom-media-bias
Reason,News Media,Center,https://reason.com/,https://www.allsides.com/news-source/reason
Reason Foundation,Think Tank / Policy Group,Lean Right,http://reason.org/,https://www.allsides.com/news-source/reason-foundation
Rebel News,News Media,Right,https://www.rebelnews.com/,https://www.allsides.com/news-source/rebel-news-media-bias
Record Journal,News Media,Center,http://www.myrecordjournal.com/home/,https://www.allsides.com/news-source/record-journal
Record-Courier,News Media,Center,https://www.recordcourier.com/,https://www.allsides.com/news-source/record-courier-media-bias
Red Lake Nation News,News Media,Center,https://www.redlakenationnews.com/,https://www.allsides.com/news-source/red-lake-nation-news-media-bias
